#flow_id|protocol|first_seen|last_seen|duration|src_ip|src_port|dst_ip|dst_port|ndpi_proto_num|ndpi_proto|proto_by_ip|server_name_sni|c_to_s_pkts|c_to_s_bytes|c_to_s_goodput_bytes|s_to_c_pkts|s_to_c_bytes|s_to_c_goodput_bytes|data_ratio|str_data_ratio|c_to_s_goodput_ratio|s_to_c_goodput_ratio|iat_flow_min|iat_flow_avg|iat_flow_max|iat_flow_stddev|iat_c_to_s_min|iat_c_to_s_avg|iat_c_to_s_max|iat_c_to_s_stddev|iat_s_to_c_min|iat_s_to_c_avg|iat_s_to_c_max|iat_s_to_c_stddev|pktlen_c_to_s_min|pktlen_c_to_s_avg|pktlen_c_to_s_max|pktlen_c_to_s_stddev|pktlen_s_to_c_min|pktlen_s_to_c_avg|pktlen_s_to_c_max|pktlen_s_to_c_stddev|cwr|ece|urg|ack|psh|rst|syn|fin|c_to_s_cwr|c_to_s_ece|c_to_s_urg|c_to_s_ack|c_to_s_psh|c_to_s_rst|c_to_s_syn|c_to_s_fin|s_to_c_cwr|s_to_c_ece|s_to_c_urg|s_to_c_ack|s_to_c_psh|s_to_c_rst|s_to_c_syn|s_to_c_fin|c_to_s_init_win|s_to_c_init_win|server_info|tls_version|quic_version|ja3s|advertised_alpns|negotiated_alpn|tls_supported_versions|ssh_client_hassh|ssh_server_hassh|flow_info|plen_bins|http_user_agent
49|6|1756803410.657|1756803438.447|27.790|216.58.204.138|443|10.131.200.96|51888|91|TLS|Google||8|1444|1012|5|1516|1246|-0.024|Mixed|70.0|82.1|43|3967.6|17162|6406.6|0|4629.2|17269|6771.6|263|9190.0|17162|6932.0|54|180.5|489|159.4|54|303.2|720|306.4|0|0|0|13|8|0|0|0|0|0|0|8|6|0|0|0|0|0|0|5|2|0|0|0|0|0||0|0||||||||12;25;12;0;0;0;0;0;0;0;0;12;0;12;0;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
35|6|1756803399.929|1756803400.099|0.170|10.131.200.96|61890|216.58.204.228|80|7.126|HTTP.Google|Google|t0.gstatic.com|10|982|314|9|9209|8607|-0.807|Download|31.9|93.5|2|33.4|78|31.7|0|10.4|68|22.3|0|13.7|96|33.6|66|98.2|380|94.0|66|1023.2|1454|613.8|0|0|0|18|5|0|2|0|0|0|0|9|1|0|1|0|0|0|0|9|4|0|1|0|74|74||0|0||||||||0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0|com.google.android.apps.maps/1068215109 (Linux; U; Android 15; en_US; moto g54 5G; Build/V1TDS35H.83-20-5-5; Cronet/140.0.7289.0)
47|6|1756803407.470|1756803437.517|30.047|216.58.204.234|443|10.131.200.96|51815|91|TLS|Google||2|235|127|2|108|0|0.370|Upload|53.8|0.0|43|10015.3|29957|14100.9|30003|30003.0|30003|0.0|30000|30000.0|30000|0.0|113|117.5|122|4.5|54|54.0|54|0.0|0|0|0|4|2|0|0|0|0|0|0|2|2|0|0|0|0|0|0|2|0|0|0|0|0|0||0|0||||||||0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
60|17|1756803429.449|1756803439.922|10.473|10.131.200.96|61903|74.125.99.137|443|188.126|QUIC.Google|Google|rr4---sn-hpa7kn76.offline-maps.gvt1.com|955|75216|35106|8519|10991809|10634011|-0.986|Download|46.7|96.7|1|5.4|195|13.5|0|4.3|195|18.0|0|0.7|354|5.3|71|78.8|1292|60.7|66|1290.3|1292|44.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||TLSv1.3|V-1||h3||TLSv1.3||||12;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0|
57|6|1756803422.003|1756803438.559|16.556|142.250.180.138|443|10.131.200.96|51948|91|TLS|Google||3|162|0|3|186|24|-0.069|Mixed|0.0|12.8|54|5518.3|16445|7726.3|56|8277.5|16499|8221.5|16445|16445.0|16445|0.0|54|54.0|54|0.0|54|62.0|78|11.3|0|0|0|4|1|2|0|2|0|0|0|1|0|2|0|1|0|0|0|3|1|0|0|1|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
67|6|1756803454.452|1756803454.555|0.103|216.58.204.138|443|10.131.200.96|61706|91|TLS|Google||5|427|73|5|393|63|0.041|Mixed|17.1|16.0|1|14.1|82|27.7|0|24.5|96|41.3|1|31.0|88|40.3|66|85.4|139|27.3|66|78.6|105|16.1|0|0|0|10|3|0|0|2|0|0|0|5|1|0|0|1|0|0|0|5|2|0|0|1|0|0||0|0||||||||33;33;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
46|6|1756803407.303|1756803407.303|0.000|216.239.36.223|443|10.131.200.96|51895|91|TLS|Google||1|54|0|1|54|0|0.000|Mixed|0.0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|54|54.0|54|0.0|54|54.0|54|0.0|0|0|0|2|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0||0|0||||||||0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
48|6|1756803410.168|1756803410.413|0.245|10.131.200.96|52031|83.224.69.202|80|7.212|HTTP.Microsoft|Unknown|www.msftconnecttest.com|5|393|111|5|469|187|-0.088|Mixed|28.2|39.8|1|60.8|99|37.7|0|46.8|100|46.5|0|52.0|99|40.6|54|78.6|165|43.4|54|93.8|241|73.7|0|0|0|9|2|0|2|2|0|0|0|4|1|0|1|1|0|0|0|5|1|0|1|1|66|66||0|0||||||||0;0;0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|Microsoft NCSI
16|6|1756803397.565|1756803404.411|6.846|10.131.200.96|61876|149.154.167.92|5222|185|Telegram|Telegram||5|788|450|2|318|178|0.425|Upload|57.0|55.8|2|1368.8|6667|2649.4|0|1711.2|6667|2861.4|97|97.0|97|0.0|66|157.6|516|179.2|74|159.0|244|85.0|0|0|0|6|2|1|2|0|0|0|0|4|1|1|1|0|0|0|0|2|1|0|1|0|74|74||0|0||||||||0;0;0;0;0;50;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
51|6|1756803414.103|1756803419.719|5.616|10.131.200.96|61897|194.116.104.8|443|91.126|TLS.Google|Unknown|rr1---sn-uv2pm-ugol.offline-maps.gvt1.com|3099|207363|2665|5742|8241532|7862552|-0.951|Download|1.3|95.4|1|5.0|139|8.1|0|0.5|74|2.8|0|0.3|139|2.8|66|66.9|1454|30.0|66|1435.3|1454|105.1|0|0|0|8840|1481|0|2|0|0|0|0|3098|3|0|1|0|0|0|0|5742|1478|0|1|0|74|74||TLSv1.3|0|eb1d94daa7e0344597e756a1fb6e7054|h2;http/1.1||GREASE;TLSv1.3;TLSv1.2||||0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0|
63|6|1756803438.582|1756803439.109|0.527|10.131.200.96|52039|142.250.180.138|443|91.239|TLS.GoogleServices|Google|drivefrontend-pa.googleapis.com|6|1922|1586|7|1850|1460|0.019|Mixed|82.5|78.9|1|39.5|157|50.2|4|37.5|70|32.5|0|49.6|165|60.9|54|320.3|829|345.4|54|264.3|1268|416.3|0|0|0|12|6|0|2|0|0|0|0|5|3|0|1|0|0|0|0|7|3|0|1|0|66|66||TLSv1.3|0|f590053ff246338aff7c203dbe7164d6|||TLSv1.3;TLSv1.2;TLSv1.1;TLSv1||||16;0;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0|
64|6|1756803438.582|1756803439.270|0.688|10.131.200.96|52040|142.250.180.138|443|91.239|TLS.GoogleServices|Google|drivefrontend-pa.googleapis.com|6|1922|1586|6|1674|1338|0.069|Mixed|82.5|79.9|1|83.4|215|84.6|3|63.8|169|67.6|22|148.0|215|77.0|54|320.3|829|345.4|54|279.0|1146|395.3|0|0|0|11|6|0|2|0|0|0|0|5|3|0|1|0|0|0|0|6|3|0|1|0|66|66||TLSv1.3|0|f590053ff246338aff7c203dbe7164d6|||TLSv1.3;TLSv1.2;TLSv1.1;TLSv1||||16;0;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0|
65|6|1756803441.321|1756803441.321|0.000|216.239.38.223|443|10.131.200.96|51959|91|TLS|Google||1|54|0|1|54|0|0.000|Mixed|0.0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|54|54.0|54|0.0|54|54.0|54|0.0|0|0|0|2|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0||0|0||||||||0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
62|6|1756803438.450|1756803438.561|0.111|10.131.200.96|51965|216.239.36.223|443|91|TLS|Google||3|186|24|3|174|0|0.033|Mixed|12.8|0.0|1|55.0|109|54.0|110|55.0|110|55.0|0|0.0|0|0.0|54|62.0|78|11.3|54|58.0|66|5.7|0|0|0|6|1|0|0|2|0|0|0|3|1|0|0|1|0|0|0|3|0|0|0|1|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
5|6|1756803393.535|1756803454.644|61.109|10.131.200.96|61780|216.58.204.138|443|91|TLS|Google||32|7109|4997|53|57791|54281|-0.781|Download|70.3|93.9|1|1904.8|30115|7283.4|0|2523.4|30258|8359.1|0|694.6|30192|4498.4|66|222.2|1454|399.9|66|1090.4|1454|590.0|0|0|0|85|35|0|0|0|0|0|0|32|8|0|0|0|0|0|0|53|27|0|0|0|0|0||0|0||||||||0;12;0;0;0;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0|
